year,title
2013,Serum fetuin-A levels related with microalbuminuria in diet-induced obese rats.
2020,Mitochondrial inhibitor as a new class of insulin sensitizer.
2013,Nutrition in pediatric inflammatory bowel disease: is it useful for prevention and therapy?
2013,Metabolic syndrome in obese children and adolescents.
2013,The place of ultrasound assisted megaliposuction in the Romanian obesity therapy dedicated programs.
2013,"Relationship between bone mineral density, weight, and estrogen levels in pre and postmenopausal women."
2019,The effects of early under-nutrition on the development of wBAT and obesity.
2019,The liver: Key in regulating appetite and body weight.
2019,Metabolic benefits of inhibiting cAMP-PDEs with resveratrol.
2019,Therapeutic value of brown adipose tissue: Correcting metabolic disease through generating healthy fat.
2019,Stay lean without dieting: Lose Sam68.
2019,Implications of <sup>2</sup>H-labeling of DNA protocol to measure in vivo cell turnover in adipose tissue.
2019,Role of adipose and hepatic atypical protein kinase C lambda (PKCλ) in the development of obesity and glucose intolerance.
2019,Regulation of tissue crosstalk by skeletal muscle-derived myonectin and other myokines.
2019,Metabolic alterations following visceral fat removal and expansion: Beyond anatomic location.
2019,Leptin increasing sympathetic nerve outflow in obesity: A cure for obesity or a potential contributor to metabolic syndrome?
2019,Of mice and men: Factors abrogating the antiobesity effect of omega-3 fatty acids.
2019,New insights into adipocyte-specific leptin gene expression.
2019,Evidence for tuning adipocytes ICER levels for obesity care.
2019,Haptoglobin deficiency determines changes in adipocyte size and adipogenesis.
2019,Differentiation of human adipocytes at physiological oxygen levels results in increased adiponectin secretion and isoproterenol-stimulated lipolysis.
2019,Role of cardiotrophin-1 in obesity and insulin resistance.
2019,Uncoupling protein-2 (UCP2) gene expression in subcutaneous and omental adipose tissue of Asian Indians: Relationship to adiponectin and parameters of metabolic syndrome.
2019,Galectin-12: A protein associated with lipid droplets that regulates lipid metabolism and energy balance.
2019,Peri-adipocyte ECM remodeling in obesity and adipose tissue fibrosis.
2019,Quantitative dynamics of adipose cells.
2019,Autophagy in the control of food intake.
2014,Pneumatosis intestinalis due to rotavirus infection in a child with Prader-Willi syndrome.
2013,Bioimpedance: do we actually have to use gel?
2013,[Food quality and nutritional status in university students of eleven Chilean regions].
2013,"[Effect of metformin on the expression of tumor necrosis factor-α, Toll like receptors 2/4 and C reactive protein in obese type-2 diabetic patients]."
2013,Hydrogen sulfide: potent regulator of vascular tone and stimulator of angiogenesis.
2016,Validity of the SC-StepMX pedometer during treadmill walking and running.
2019,Practical Research Strategies for Reducing Social and Racial/Ethnic Disparities in Obesity.
2013,[Anaesthesia peculiarities during delivery in morbid obese women].
2013,Prevalence of childhood overweight/obesity in basic school in Accra.
2013,[Single port video-assisted transumbilical appendectomy. What have we gained and what have we lost after 754 cases].
2013,A review on angiogenesis and its assays.
2013,Childhood obesity possibly linked to caesarean delivery.
2013,Existence of 'food deserts' questioned.
2013,Inhibition of key digestive enzymes related to diabetes and hyperlipidemia and protection of liver-kidney functions by trigonelline in diabetic rats.
2013,Videolaryngoscopic endotracheal intubation (GlideScope) of morbidly obese patients in semi-erect position: a comparison with rapid sequence induction in supine position.
2019,Race/Ethnic and Nativity Disparities in Child Overweight in the United States and England.
2013,Effects of sleeve gastrectomy on parameters of lipid and glucose metabolism in obese women - 6 months after operation.
2013,Metabolic changes one year after laparoscopic adjustable gastric banding operation in morbidly obese subjects.
2013,Relation of resistın wıth obesity and some cardiovascular risk factors in hypertensive women.
2014,Overweight and the sexual assault forensic medical examination: a pressing problem.
2013,Using receiver operating characteristic curve analysis in detecting excess adiposity in 9-13-year old South African children.
2013,The importance of parental beliefs and support for physical activity and body weights of children: a population-based analysis.
2013,"The Happy Meal® Effect: the impact of toy premiums on healthy eating among children in Ontario, Canada."
2013,Updating the Canadian obesity maps: an epidemic in progress.
2013,The relationship between income and weight control strategies among Canadian adults.
2013,The Canadian Index of Wellbeing: key findings from the healthy populations domain.
2013,Consumer understanding of calorie amounts and serving size: implications for nutritional labelling.
2013,Heart disease in childhood: from malformed hearts to the silent impact of unhealthy lifestyles.
2013,It takes a community: The North Carolina Division of Public Health and the North Carolina area health education center program partner to reduce strokes and heart attacks.
2013,"30,000 fewer heart attacks and strokes in North Carolina: a challenge to prioritize prevention."
2013,Hyperhomocysteinemia and methylenetetrahydrofolate reductase polymorphism in a patient with coronary artery disease and repetitive miscarriages.
2013,Profile of the Romanian hypertensive patient data from SEPHAR II study.
2013,[Nutritional state and shortcoming of micronutrients on schooled youth's diet on the metropolitan zone of Guadalajara Jalisco].
2013,[Association between body mass index and risk feeding behaviors to develop eating disorders in Mexican adolescents].
2013,The double burden of malnutrition and its risk factors in school children in Tunja.
2013,[Comparison of self-reported anthropometric variables and real measurement data].
2013,[Surgical treatment of diabetes mellitus type II associated with morbid obesity].
2020,Motivating Exercise: The Interactive Effect of General Action Goals and Past Behavior on Physical Activity.
2013,Importance of the liver ultrasound scores in pubertal obese children with nonalcoholic fatty liver disease.
2013,Pacific Tracker 2 - expert system (PacTrac2-ES) behavioural assessment and intervention tool for the Pacific Kids DASH for Health (PacDASH) study.
2013,New medications for weight loss.
2013,Accelerated cardiovascular disease in patients with lupus: a review.
2013,"Gain of FAM123B and ARHGEF9 in an Obese Man with Intellectual Disability, Congenital Heart Defects and Multiple Supernumerary Ring Chromosomes."
2013,A Novel Aberrant Splice Site Mutation in RAB23 Leads to an Eight Nucleotide Deletion in the mRNA and Is Responsible for Carpenter Syndrome in a Consanguineous Emirati Family.
